iter	Logloss
620	0.09217200002
621	0.0919753665
622	0.09186262359
623	0.09163896765
624	0.09150800321
625	0.09141451061
626	0.09116119517
627	0.09112660258
628	0.09102373902
629	0.09090707948
630	0.09077383075
631	0.09043224903
632	0.09031335584
633	0.09021012189
634	0.09004851186
635	0.08992251129
636	0.08989845193
637	0.0898349812
638	0.08972022192
639	0.08954832738
640	0.08950335576
641	0.0893858712
642	0.08923431584
643	0.08911882887
644	0.08902889442
645	0.08894324893
646	0.08882944934
647	0.08874860473
648	0.0886347384
649	0.08847745134
650	0.08837347863
651	0.08825124351
652	0.088039954
653	0.08795010067
654	0.08792582844
655	0.0878696447
656	0.08749333263
657	0.08746935686
658	0.08713949628
659	0.08704658568
660	0.08667559156
661	0.08658300564
662	0.08648346803
663	0.08627645858
664	0.08619309727
665	0.08613390101
666	0.08590289873
667	0.08587719512
668	0.08585470899
669	0.08580671958
670	0.08562691506
671	0.08553770273
672	0.0854018535
673	0.08533686158
674	0.08521826003
675	0.08513593137
676	0.08503503053
677	0.08491942488
678	0.08475405691
679	0.08465429612
680	0.08447439793
681	0.08429226255
682	0.08417731765
683	0.08407429861
684	0.08398391243
685	0.0839503217
686	0.08382822349
687	0.08371381036
688	0.08356122441
689	0.08340371792
690	0.0832373097
691	0.08309631794
692	0.08304829033
693	0.08291920813
694	0.08273821635
695	0.08270520546
696	0.08265090042
697	0.08233633533
698	0.08220733231
699	0.08204871776
700	0.08190931896
701	0.08179252261
702	0.0816932363
703	0.08158163891
704	0.0814352204
705	0.08138177043
706	0.08127564304
707	0.08121433642
708	0.08104456662
709	0.08078539736
710	0.08072397893
711	0.08067705565
712	0.08061940728
713	0.0805743525
714	0.08049987899
715	0.08045698199
716	0.08021798969
717	0.08016491365
718	0.08009403091
719	0.07996500729
720	0.07988725344
721	0.07976596823
722	0.07958844457
723	0.07943542405
724	0.07932569442
725	0.07928148891
726	0.07897085654
727	0.07885115754
728	0.07874285756
729	0.07858253834
730	0.07847671912
731	0.07841156475
732	0.07834812846
733	0.07829173667
734	0.07817736196
735	0.07803177211
736	0.07786397468
737	0.07757946943
738	0.07749255609
739	0.07738144445
740	0.07718805715
741	0.07713469764
742	0.07699635885
743	0.07692828799
744	0.07684488698
745	0.07663357934
746	0.07646021384
747	0.07634440829
748	0.07628122307
749	0.07614780781
750	0.07602513834
751	0.07594935879
752	0.07586985875
753	0.07580675143
754	0.07574517399
755	0.07563539468
756	0.07555342568
757	0.07547542053
758	0.07525077798
759	0.07518394255
760	0.07510562924
761	0.07501489648
762	0.07488869891
763	0.07473569652
764	0.07445745453
765	0.07437325296
766	0.07431621545
767	0.0742326257
768	0.07416889755
769	0.07411540842
770	0.07405642096
771	0.0739947198
772	0.07387403268
773	0.07370096772
774	0.07352588512
775	0.07347989726
776	0.07339133431
777	0.07315322486
778	0.07310300459
779	0.07302712268
780	0.07296572624
781	0.07291485113
782	0.07283388807
783	0.0727809894
784	0.0727245622
785	0.07260776199
786	0.0724876162
787	0.072389396
788	0.07228559797
789	0.0721795707
790	0.0721191376
791	0.07202390182
792	0.07201046111
793	0.07195586218
794	0.07187233424
795	0.07172925165
796	0.0716636844
797	0.07137971006
798	0.07125687857
799	0.0711893442
800	0.07108714117
801	0.07089397813
802	0.07075274967
803	0.07071313774
804	0.07065805865
805	0.07056214979
806	0.07051316625
807	0.07042744018
808	0.07026667985
809	0.07020032213
810	0.07003412302
811	0.06976058095
812	0.06968384708
813	0.06957797624
814	0.06935779347
815	0.06927663737
816	0.06917615456
817	0.06904925482
818	0.06893922723
819	0.06887686703
820	0.06881217008
821	0.0687127447
822	0.06866483942
823	0.06862169874
824	0.06856524483
825	0.06848589061
826	0.06845528955
827	0.06838398748
828	0.06831637983
829	0.06827343626
830	0.06822427729
831	0.06815476272
832	0.06810744339
833	0.06805950773
834	0.0680195179
835	0.06791681078
836	0.06785225428
837	0.06771523206
838	0.06766768418
839	0.06761142169
840	0.06754300468
841	0.067476095
842	0.06735472643
843	0.06728161862
844	0.06714311706
845	0.06689701082
846	0.06680186454
847	0.06673490046
848	0.06659688025
849	0.06648637506
850	0.0664279859
851	0.06635263028
852	0.06625524134
853	0.066151233
854	0.06609205873
855	0.06602428713
856	0.0659563006
857	0.06576760785
858	0.06554377358
859	0.06544858083
860	0.06533949253
861	0.06523074061
862	0.06515452757
863	0.06502403631
864	0.06494731457
865	0.06480729623
866	0.06470385315
867	0.06461657639
868	0.06450853554
869	0.06444462841
870	0.06439693386
871	0.06431197906
872	0.06423845665
873	0.0641986842
874	0.06410177906
875	0.06403888152
876	0.06397305964
877	0.06387130523
878	0.0637795703
879	0.06368249928
880	0.06360022878
881	0.06358881162
882	0.06347817499
883	0.06341620322
884	0.06335689665
885	0.06330031022
886	0.06321633034
887	0.06313061371
888	0.06305605286
889	0.06293447548
890	0.06281043676
891	0.06273192258
892	0.06262835525
893	0.06259837975
894	0.06256891585
895	0.06247777256
896	0.06243164683
897	0.06235494805
898	0.06215724314
899	0.06205808043
900	0.06199214965
901	0.06193790245
902	0.06188728657
903	0.06178750797
904	0.06171965803
905	0.06163939734
906	0.06162033126
907	0.06149976378
908	0.06144077074
909	0.06137196262
910	0.0613120864
911	0.06121503491
912	0.06102499052
913	0.06092056865
914	0.06088176651
915	0.06075680589
916	0.06069054043
917	0.06066894327
918	0.06062288396
919	0.060554384
920	0.06042475426
921	0.06033354488
922	0.06028110277
923	0.0602226679
924	0.06015640964
925	0.05996923078
926	0.05980213412
927	0.05968664317
928	0.05964179998
929	0.05951651059
930	0.05943795231
931	0.05937725665
932	0.05928354935
933	0.05926748786
934	0.05918576983
935	0.05912253473
936	0.05903810837
937	0.0588792408
938	0.05880672496
939	0.05872372074
940	0.05859347156
941	0.05854598914
942	0.05847227799
943	0.05841214146
944	0.05832104872
945	0.05829433103
946	0.05817155415
947	0.05807404836
948	0.0580006693
949	0.05793687119
950	0.05784001777
951	0.05776793822
952	0.05769075809
953	0.05750191222
954	0.05744636381
955	0.05735457802
956	0.05726895571
957	0.05721436461
958	0.05712422651
959	0.05702850553
960	0.0569956469
961	0.05694175797
962	0.05685367314
963	0.05680822693
964	0.05679123515
965	0.05670920296
966	0.05664679384
967	0.05660142585
968	0.056533661
969	0.05647592444
970	0.05646707967
971	0.05642970503
972	0.05639061351
973	0.05631869929
974	0.05626401184
975	0.05620366651
976	0.05615171122
977	0.05613664782
978	0.05601348102
979	0.05595573222
980	0.0559026151
981	0.05584785747
982	0.05571379853
983	0.05562968913
984	0.05553652712
985	0.05549048734
986	0.05547968661
987	0.05533626936
988	0.05527687641
989	0.05523247777
990	0.05513605634
991	0.05502945855
992	0.05496878886
993	0.05490947564
994	0.05483651655
995	0.05476887627
996	0.05471126847
997	0.05463208313
998	0.05457866074
999	0.05452853951
